^ORIGIN_CITY_NAME^DEST_CITY_NAME
14^Guangzhou, China^Saipan, TT
112852^Sitka, AK^Juneau, AK
112853^Augusta, GA^Atlanta, GA
112854^Atlanta, GA^Augusta, GA
112855^Atlanta, GA^Bloomington/Normal, IL
112856^Bloomington/Normal, IL^Atlanta, GA
112857^Nashville, TN^Denver, CO
112859^Des Moines, IA^Houston, TX
112863^Chicago, IL^St. Louis, MO
112864^Providence, RI^Newark, NJ
112865^Savannah, GA^Houston, TX
112866^South Bend, IN^Atlanta, GA
112868^Tulsa, OK^Atlanta, GA
112869^Knoxville, TN^Denver, CO
112870^Nashville, TN^Minneapolis, MN
112871^Nashville, TN^Salt Lake City, UT
112872^Burbank, CA^Portland, OR
112873^Burbank, CA^San Francisco, CA
112874^Denver, CO^Austin, TX
112875^Denver, CO^Boise, ID
112876^Denver, CO^Bend/Redmond, OR
112877^Duluth, MN^Minneapolis, MN
112878^Detroit, MI^Grand Rapids, MI
112879^Fargo, ND^Chicago, IL
112880^Houston, TX^Austin, TX
112881^Little Rock, AR^Denver, CO
112882^Kansas City, MO^San Francisco, CA
112883^Minneapolis, MN^Duluth, MN
112884^Chicago, IL^Colorado Springs, CO
112885^Chicago, IL^St. Louis, MO
112886^Chicago, IL^Ottawa, Canada
112887^Norfolk, VA^Houston, TX
112888^Portland, OR^Burbank, CA
112889^Portland, OR^Tucson, AZ
112890^Palm Springs, CA^Houston, TX
112891^Bend/Redmond, OR^Denver, CO
112892^Seattle, WA^Calgary, Canada
112893^Salt Lake City, UT^Ontario, CA
112894^Salt Lake City, UT^Chicago, IL
112895^Vancouver, Canada^Los Angeles, CA
112896^Calgary, Canada^Seattle, WA
112897^Calgary, Canada^Salt Lake City, UT
112898^Kodiak, AK^Anchorage, AK
112902^Peoria, IL^Chicago, IL
112903^Atlanta, GA^Daytona Beach, FL
112904^Baltimore, MD^Atlanta, GA
112905^Detroit, MI^Washington, DC
112907^Fort Lauderdale, FL^Detroit, MI
112908^Grand Rapids, MI^Minneapolis, MN
112909^Orlando, FL^Los Angeles, CA
112910^Miami, FL^Detroit, MI
112911^Minneapolis, MN^Atlanta, GA
112912^Minneapolis, MN^Bozeman, MT
112913^Minneapolis, MN^Grand Rapids, MI
112914^Bellingham, WA^Las Vegas, NV
112915^Las Vegas, NV^Bellingham, WA
112916^Cedar Rapids/Iowa City, IA^Chicago, IL
112917^Detroit, MI^St. Louis, MO
112918^New York, NY^Syracuse, NY
112919^Norfolk, VA^Chicago, IL
112920^St. Louis, MO^Detroit, MI
112921^Syracuse, NY^New York, NY
112922^Dallas/Fort Worth, TX^Detroit, MI
112923^Des Moines, IA^Chicago, IL
112924^Detroit, MI^Green Bay, WI
112925^Detroit, MI^Montreal, Canada
112926^Newark, NJ^Toronto, Canada
112927^Chicago, IL^Atlanta, GA
112928^Chicago, IL^Detroit, MI
112929^Chicago, IL^Omaha, NE
112930^Los Angeles, CA^Seattle, WA
112931^Albany, NY^Chicago, IL
112932^Atlanta, GA^Richmond, VA
112933^Atlanta, GA^San Antonio, TX
112934^Nashville, TN^Kansas City, MO
112935^Denver, CO^Los Angeles, CA
112936^Fort Lauderdale, FL^New Orleans, LA
112937^Houston, TX^Harlingen/San Benito, TX
112938^Houston, TX^San Antonio, TX
112939^Las Vegas, NV^Dallas, TX
112940^Las Vegas, NV^Sacramento, CA
112941^Los Angeles, CA^Phoenix, AZ
112942^Orlando, FL^Louisville, KY
112943^New Orleans, LA^Atlanta, GA
112944^Oklahoma City, OK^Phoenix, AZ
112945^Philadelphia, PA^Tampa, FL
112946^Phoenix, AZ^Indianapolis, IN
112947^Phoenix, AZ^Los Angeles, CA
112948^Phoenix, AZ^Chicago, IL
112949^Phoenix, AZ^Omaha, NE
112950^Reno, NV^Las Vegas, NV
112951^Fort Myers, FL^St. Louis, MO
112952^Louisville, KY^Tampa, FL
112953^Seattle, WA^Oakland, CA
112954^Seattle, WA^Phoenix, AZ
112959^Dallas/Fort Worth, TX^Las Vegas, NV
112960^Fort Lauderdale, FL^Dallas/Fort Worth, TX
112961^Fort Lauderdale, FL^Houston, TX
112962^Nashville, TN^Philadelphia, PA
112963^Charlotte, NC^Wilmington, NC
112964^Washington, DC^Kansas City, MO
112965^Wilmington, NC^Charlotte, NC
112966^Kansas City, MO^Washington, DC
112969^Syracuse, NY^Philadelphia, PA
112970^Boston, MA^Phoenix, AZ
112971^Charlotte, NC^Providence, RI
112972^Fort Lauderdale, FL^Charlotte, NC
112973^New York, NY^Charlotte, NC
112974^Philadelphia, PA^Boston, MA
112975^Philadelphia, PA^Charlotte, NC
112976^Phoenix, AZ^San Francisco, CA
112977^Phoenix, AZ^Edmonton, Canada
112978^Providence, RI^Charlotte, NC
112979^San Francisco, CA^Phoenix, AZ
112980^Boston, MA^Philadelphia, PA
112981^Charlotte, NC^Greensboro/High Point, NC
112985^New York, NY^Phoenix, AZ
112986^Phoenix, AZ^New York, NY
112987^Orlando, FL^San Jose, Costa Rica
112988^San Jose, Costa Rica^Orlando, FL
112989^Baltimore, MD^Denver, CO
112990^Denver, CO^Boston, MA
112991^Denver, CO^Cleveland, OH
112992^Denver, CO^Chicago, IL
112993^Newark, NJ^West Palm Beach/Palm Beach, FL
112994^Newark, NJ^San Francisco, CA
112995^Washington, DC^Tampa, FL
112996^Houston, TX^Newark, NJ
112997^Houston, TX^Los Angeles, CA
112998^Jackson, WY^Denver, CO
112999^Kahului, HI^San Francisco, CA
113000^Chicago, IL^Jackson, WY
113001^Chicago, IL^Rochester, NY
113002^Chicago, IL^Santa Ana, CA
113003^Chicago, IL^Toronto, Canada
113004^Philadelphia, PA^Chicago, IL
113005^Rochester, NY^Chicago, IL
113006^San Diego, CA^Newark, NJ
113007^San Francisco, CA^Washington, DC
113008^San Francisco, CA^Santa Ana, CA
113009^Toronto, Canada^Chicago, IL
113010^Aruba, Aruba^Newark, NJ
113011^Cancun, Mexico^San Francisco, CA
113012^Newark, NJ^Aruba, Aruba
113013^Newark, NJ^Mexico City, Mexico
113014^Sao Paulo, Brazil^Washington, DC
113015^Mexico City, Mexico^Newark, NJ
113016^Cleveland, OH^Fort Lauderdale, FL
113017^Fort Lauderdale, FL^Cleveland, OH
113018^Las Vegas, NV^Cleveland, OH
113019^Chicago, IL^Denver, CO
113020^Cancun, Mexico^Denver, CO
113021^Denver, CO^Cancun, Mexico
113034^Manchester, NH^Newark, NJ
113035^Bristol/Johnson City/Kingsport, TN^Charlotte, NC
113038^Buffalo, NY^Minneapolis, MN
113039^Detroit, MI^Rochester, NY
113040^Minneapolis, MN^Buffalo, NY
113041^Rochester, NY^Detroit, MI
113042^Knoxville, TN^Minneapolis, MN
113043^Dallas/Fort Worth, TX^Atlanta, GA
113044^Los Angeles, CA^Miami, FL
113045^Miami, FL^Los Angeles, CA
113046^Chicago, IL^Reno, NV
113047^Reno, NV^Chicago, IL
113048^Bogota, Colombia^Miami, FL
113049^Cancun, Mexico^Miami, FL
113050^Dallas/Fort Worth, TX^Sao Paulo, Brazil
113051^Sao Paulo, Brazil^Dallas/Fort Worth, TX
113052^New York, NY^Port-au-Prince, Haiti
113053^Miami, FL^Bogota, Colombia
113054^Miami, FL^Cancun, Mexico
113055^Chicago, IL^Mexico City, Mexico
113056^Port-au-Prince, Haiti^New York, NY
113057^Los Angeles, CA^Portland, OR
113058^Minneapolis, MN^Seattle, WA
113059^Seattle, WA^Minneapolis, MN
113061^Minot, ND^Denver, CO
113063^Peoria, IL^Chicago, IL
113066^Atlanta, GA^Eagle, CO
113067^Atlanta, GA^Hayden, CO
113068^Atlanta, GA^Washington, DC
113069^Hartford, CT^Minneapolis, MN
113070^Billings, MT^Salt Lake City, UT
113071^Charlotte, NC^Atlanta, GA
113072^Detroit, MI^Albany, NY
113073^Eagle, CO^Atlanta, GA
113075^Fort Lauderdale, FL^Atlanta, GA
113076^Hayden, CO^Atlanta, GA
113077^Los Angeles, CA^Portland, OR
113079^Missoula, MT^Salt Lake City, UT
113080^Philadelphia, PA^Salt Lake City, UT
113081^Pasco/Kennewick/Richland, WA^Salt Lake City, UT
113082^San Francisco, CA^Atlanta, GA
113083^Amsterdam, Netherlands^Atlanta, GA
113084^Atlanta, GA^London, United Kingdom
113085^Detroit, MI^London, United Kingdom
113086^Dublin, Ireland^New York, NY
113087^London, United Kingdom^Atlanta, GA
113088^London, United Kingdom^Detroit, MI
113089^Nagoya, Japan^Honolulu, HI
113093^Atlanta, GA^Houston, TX
113095^Atlanta, GA^Omaha, NE
113096^Bismarck/Mandan, ND^Minneapolis, MN
113097^Cleveland, OH^Minneapolis, MN
113099^Denver, CO^Birmingham, AL
113100^Detroit, MI^Hartford, CT
113102^Greensboro/High Point, NC^Atlanta, GA
113107^Little Rock, AR^Dallas/Fort Worth, TX
113108^Mobile, AL^Dallas/Fort Worth, TX
113109^Minneapolis, MN^Richmond, VA
113110^Omaha, NE^Atlanta, GA
113112^Chicago, IL^Raleigh/Durham, NC
113113^South Bend, IN^Detroit, MI
113115^St. John's, Canada^Newark, NJ
113116^Toronto, Canada^Detroit, MI
113118^Aspen, CO^Atlanta, GA
113119^Cincinnati, OH^Chicago, IL
113120^Denver, CO^Wichita, KS
113121^Denver, CO^Medford, OR
113122^Spokane, WA^Salt Lake City, UT
113123^Houston, TX^Nashville, TN
113124^Houston, TX^Toronto, Canada
113125^Jackson, WY^Denver, CO
113126^Medford, OR^Salt Lake City, UT
113127^Oakland, CA^Phoenix, AZ
113128^Chicago, IL^Cincinnati, OH
113129^Phoenix, AZ^Oakland, CA
113130^Phoenix, AZ^Palm Springs, CA
113131^Phoenix, AZ^Tucson, AZ
113132^Palm Springs, CA^Phoenix, AZ
113133^Santa Fe, NM^Los Angeles, CA
113134^San Diego, CA^Los Angeles, CA
113135^Seattle, WA^Colorado Springs, CO
113136^Salt Lake City, UT^Medford, OR
113138^Tucson, AZ^Phoenix, AZ
113139^Austin, TX^Phoenix, AZ
113140^Charlotte, NC^Rochester, NY
113141^Detroit, MI^Charlotte, NC
113142^Chicago, IL^Philadelphia, PA
113143^Phoenix, AZ^Austin, TX
113144^Phoenix, AZ^Edmonton, Canada
113145^Rochester, NY^Charlotte, NC
113146^San Antonio, TX^Philadelphia, PA
113147^San Juan, PR^Charlotte, NC
113148^Manchester, United Kingdom^Philadelphia, PA
113149^Philadelphia, PA^Manchester, United Kingdom
113150^Punta Cana, Dominican Republic^Philadelphia, PA
113151^Washington, DC^Kansas City, MO
113152^Washington, DC^Sarasota/Bradenton, FL
113153^Des Moines, IA^Washington, DC
113154^New York, NY^Pittsburgh, PA
113155^Kansas City, MO^Washington, DC
113156^Manchester, NH^Charlotte, NC
113157^Miami, FL^Tallahassee, FL
113159^St. Louis, MO^Miami, FL
113160^Hayden, CO^Minneapolis, MN
113162^Boston, MA^Raleigh/Durham, NC
113163^Greensboro/High Point, NC^Chicago, IL
113164^Raleigh/Durham, NC^Boston, MA
113165^Sun Valley/Hailey/Ketchum, ID^Los Angeles, CA
113166^Sun Valley/Hailey/Ketchum, ID^Seattle, WA
113167^Columbus, OH^Minneapolis, MN
113168^Denver, CO^Wichita, KS
113169^Denver, CO^San Antonio, TX
113170^Detroit, MI^Manchester, NH
113171^Newark, NJ^Charlotte, NC
113172^New York, NY^Syracuse, NY
113173^Kansas City, MO^Chicago, IL
113174^Chicago, IL^Kansas City, MO
113175^Syracuse, NY^New York, NY
113178^Boston, MA^Washington, DC
113179^Orlando, FL^Newburgh/Poughkeepsie, NY
113180^Newburgh/Poughkeepsie, NY^Orlando, FL
113181^Des Moines, IA^Chicago, IL
113185^Baltimore, MD^Las Vegas, NV
113186^Denver, CO^Chicago, IL
113187^Fort Lauderdale, FL^Niagara Falls, NY
113188^Fort Lauderdale, FL^Plattsburgh, NY
113189^Niagara Falls, NY^Fort Lauderdale, FL
113190^Las Vegas, NV^Philadelphia, PA
113191^New Orleans, LA^Detroit, MI
113192^Myrtle Beach, SC^Boston, MA
113193^Myrtle Beach, SC^Chicago, IL
113194^Plattsburgh, NY^Fort Lauderdale, FL
113195^Charlotte Amalie, VI^Fort Lauderdale, FL
113196^Boston, MA^Houston, TX
113197^Boston, MA^Los Angeles, CA
113198^Denver, CO^Austin, TX
113199^Denver, CO^Boston, MA
113200^Denver, CO^Chicago, IL
113201^Denver, CO^San Francisco, CA
113202^Detroit, MI^Chicago, IL
113203^Newark, NJ^Houston, TX
113204^Newark, NJ^San Diego, CA
113205^Honolulu, HI^Chicago, IL
113206^Washington, DC^Houston, TX
113207^Washington, DC^Houston, TX
113208^Houston, TX^Cleveland, OH
113209^Houston, TX^Newark, NJ
113210^Houston, TX^Washington, DC
113211^Houston, TX^San Francisco, CA
113212^Houston, TX^Santa Ana, CA
113213^Kona, HI^San Francisco, CA
113214^Las Vegas, NV^Chicago, IL
113215^Chicago, IL^Honolulu, HI
113216^Chicago, IL^Philadelphia, PA
113217^Chicago, IL^Sarasota/Bradenton, FL
113218^Portland, OR^Houston, TX
113219^Portland, OR^San Francisco, CA
113220^Fort Myers, FL^Chicago, IL
113221^San Diego, CA^Chicago, IL
113222^San Diego, CA^San Francisco, CA
113223^San Antonio, TX^Denver, CO
113224^San Francisco, CA^Denver, CO
113225^Sarasota/Bradenton, FL^Chicago, IL
113226^Vancouver, Canada^Denver, CO
113227^Newark, NJ^Oslo, Norway
113228^Washington, DC^London, United Kingdom
113229^Houston, TX^London, United Kingdom
113230^Houston, TX^Munich, Germany
113231^Los Angeles, CA^London, United Kingdom
113232^Chicago, IL^Frankfurt, Germany
113233^Washington, DC^Punta Cana, Dominican Republic
113234^Fukuoka, Japan^Guam, TT
113235^Guam, TT^Fukuoka, Japan
113236^Guam, TT^Seoul, South Korea
113237^Guam, TT^Manila, Philippines
113238^Guam, TT^Tokyo, Japan
113239^Seoul, South Korea^Guam, TT
113240^Los Angeles, CA^Melbourne, Australia
113241^Los Angeles, CA^Tokyo, Japan
113242^Melbourne, Australia^Los Angeles, CA
113243^Tokyo, Japan^Guam, TT
113244^Tokyo, Japan^Los Angeles, CA
113247^Atlanta, GA^Pittsburgh, PA
113248^Austin, TX^El Paso, TX
113249^Austin, TX^Houston, TX
113250^Nashville, TN^Baltimore, MD
113251^Baltimore, MD^Greer, SC
113252^Columbus, OH^Nashville, TN
113253^Columbus, OH^Fort Lauderdale, FL
113254^Washington, DC^Akron, OH
113255^Denver, CO^Oakland, CA
113256^El Paso, TX^Dallas, TX
113257^Newark, NJ^Austin, TX
113258^Houston, TX^Austin, TX
113259^Houston, TX^Chicago, IL
113260^Jacksonville, FL^Chicago, IL
113261^Las Vegas, NV^Wichita, KS
113262^Las Vegas, NV^Pittsburgh, PA
113263^Los Angeles, CA^Nashville, TN
113264^Midland/Odessa, TX^Houston, TX
113265^Kansas City, MO^Orlando, FL
113266^Kansas City, MO^Milwaukee, WI
113267^Orlando, FL^Raleigh/Durham, NC
113268^Memphis, TN^Baltimore, MD
113269^Milwaukee, WI^Kansas City, MO
113270^Oklahoma City, OK^St. Louis, MO
113271^Omaha, NE^Chicago, IL
113272^Ontario, CA^Oakland, CA
113273^Phoenix, AZ^Nashville, TN
113274^Phoenix, AZ^Louisville, KY
113275^Pittsburgh, PA^Denver, CO
113276^Raleigh/Durham, NC^Houston, TX
113277^Raleigh/Durham, NC^Orlando, FL
113278^Fort Myers, FL^St. Louis, MO
113279^San Antonio, TX^El Paso, TX
113280^Sacramento, CA^Seattle, WA
113281^St. Louis, MO^Philadelphia, PA
113282^St. Louis, MO^Fort Myers, FL
113283^Tampa, FL^Columbus, OH
113284^Tampa, FL^Philadelphia, PA
113285^Tucson, AZ^Los Angeles, CA
113286^Chicago, IL^Punta Cana, Dominican Republic
113287^Punta Cana, Dominican Republic^Chicago, IL
113288^Washington, DC^Montreal, Canada
113289^Phoenix, AZ^Palm Springs, CA
113290^Palm Springs, CA^Phoenix, AZ
113293^Atlanta, GA^Chicago, IL
113294^Cleveland, OH^Fort Myers, FL
113295^Dallas/Fort Worth, TX^Denver, CO
113296^Chicago, IL^Atlanta, GA
113297^Fort Myers, FL^Cleveland, OH
113307^Bangor, ME^Detroit, MI
113308^Buffalo, NY^Minneapolis, MN
113309^Dallas/Fort Worth, TX^Detroit, MI
113310^Detroit, MI^Bangor, ME
113311^Detroit, MI^Washington, DC
113312^Detroit, MI^Portland, ME
113313^Houston, TX^Detroit, MI
113314^New York, NY^Minneapolis, MN
113315^Minneapolis, MN^Buffalo, NY
113316^Minneapolis, MN^Indianapolis, IN
113317^San Antonio, TX^Detroit, MI
113318^Atlanta, GA^Chicago, IL
113319^Los Angeles, CA^Tampa, FL
113320^Miami, FL^Las Vegas, NV
113321^Miami, FL^Los Angeles, CA
113322^Milwaukee, WI^Dallas/Fort Worth, TX
113323^Chicago, IL^Atlanta, GA
113324^Philadelphia, PA^Dallas/Fort Worth, TX
113325^Reno, NV^Chicago, IL
113326^Montreal, Canada^Dallas/Fort Worth, TX
113327^Frankfurt, Germany^Dallas/Fort Worth, TX
113328^London, United Kingdom^Dallas/Fort Worth, TX
113329^Dallas/Fort Worth, TX^Lima, Peru
113330^Rio de Janeiro, Brazil^New York, NY
113331^New York, NY^Port-au-Prince, Haiti
113332^Lima, Peru^Miami, FL
113333^Miami, FL^Cancun, Mexico
113334^Miami, FL^La Paz, Bolivia
113335^Miami, FL^Puerto Plata, Dominican Republic
113336^Puerto Plata, Dominican Republic^Miami, FL
113337^Santa Cruz, Bolivia^Miami, FL
113338^Cleveland, OH^Washington, DC
113339^Washington, DC^Raleigh/Durham, NC
113340^Raleigh/Durham, NC^Washington, DC
113341^Detroit, MI^Dallas/Fort Worth, TX
113342^Atlanta, GA^Daytona Beach, FL
113347^Charlotte, NC^Salt Lake City, UT
113348^Daytona Beach, FL^Atlanta, GA
113349^Denver, CO^New York, NY
113350^Spokane, WA^Salt Lake City, UT
113352^New York, NY^Atlanta, GA
113354^New York, NY^Orlando, FL
113355^Las Vegas, NV^Minneapolis, MN
113356^Las Vegas, NV^Minneapolis, MN
113357^Los Angeles, CA^Atlanta, GA
113358^Los Angeles, CA^Columbus, OH
113359^Los Angeles, CA^Miami, FL
113360^Lexington, KY^Atlanta, GA
113361^New York, NY^Detroit, MI
113362^Orlando, FL^New York, NY
113363^Miami, FL^Los Angeles, CA
113364^Minneapolis, MN^Baltimore, MD
113365^Minneapolis, MN^Las Vegas, NV
113366^Minneapolis, MN^Palm Springs, CA
113368^Chicago, IL^Detroit, MI
113369^Philadelphia, PA^Minneapolis, MN
113370^Philadelphia, PA^Salt Lake City, UT
113371^Palm Springs, CA^Minneapolis, MN
113372^Reno, NV^Salt Lake City, UT
113373^San Antonio, TX^Salt Lake City, UT
113374^Salt Lake City, UT^Charlotte, NC
113375^Salt Lake City, UT^Spokane, WA
113376^Salt Lake City, UT^New York, NY
113377^Salt Lake City, UT^Reno, NV
113378^Salt Lake City, UT^San Antonio, TX
113380^New York, NY^Mexico City, Mexico
113382^Los Angeles, CA^Guatemala City, Guatemala
113383^Los Angeles, CA^San Salvador, El Salvador
113384^Mexico City, Mexico^New York, NY
113385^Amsterdam, Netherlands^Atlanta, GA
113387^Amsterdam, Netherlands^Portland, OR
113388^Atlanta, GA^Amsterdam, Netherlands
113389^Boston, MA^London, United Kingdom
113390^Paris, France^Minneapolis, MN
113391^Paris, France^Seattle, WA
113392^Paris, France^Salt Lake City, UT
113394^New York, NY^Zurich, Switzerland
113395^London, United Kingdom^Boston, MA
113396^Portland, OR^Amsterdam, Netherlands
113397^Seattle, WA^Paris, France
113398^Salt Lake City, UT^Paris, France
113399^Zurich, Switzerland^New York, NY
113400^Detroit, MI^Shanghai, China
113401^Guam, TT^Osaka, Japan
113402^Seoul, South Korea^Detroit, MI
113405^Shanghai, China^Detroit, MI
113407^Atlanta, GA^Bloomington/Normal, IL
113408^Burlington, VT^Atlanta, GA
113409^Buffalo, NY^New York, NY
113410^Cedar Rapids/Iowa City, IA^Atlanta, GA
113411^Denver, CO^Huntsville, AL
113412^Denver, CO^Kansas City, MO
113413^Dallas/Fort Worth, TX^Columbia, SC
113414^Dallas/Fort Worth, TX^Charleston/Dunbar, WV
113415^Des Moines, IA^Houston, TX
113416^Newark, NJ^Madison, WI
113417^Sioux Falls, SD^Atlanta, GA
113418^Greensboro/High Point, NC^Detroit, MI
113419^Houston, TX^Des Moines, IA
113422^Houston, TX^Minneapolis, MN
113423^Minneapolis, MN^Houston, TX
113424^Oklahoma City, OK^Atlanta, GA
113425^Chicago, IL^South Bend, IN
113426^Raleigh/Durham, NC^Minneapolis, MN
113427^Richmond, VA^Minneapolis, MN
113428^South Bend, IN^Chicago, IL
113429^Louisville, KY^Houston, TX
113430^Knoxville, TN^Denver, CO
113431^Quebec, Canada^Chicago, IL
113435^Morelia, Mexico^Houston, TX
113437^Burbank, CA^San Francisco, CA
113438^Cody, WY^Denver, CO
113439^Denver, CO^Cody, WY
113440^Denver, CO^Omaha, NE
113441^Fresno, CA^Phoenix, AZ
113442^Helena, MT^Denver, CO
113443^Houston, TX^New Orleans, LA
113444^Los Angeles, CA^Minneapolis, MN
113445^Los Angeles, CA^Oklahoma City, OK
113447^Minneapolis, MN^Los Angeles, CA
113448^Minneapolis, MN^Omaha, NE
113449^New Orleans, LA^Houston, TX
113450^Oakland, CA^Phoenix, AZ
113451^Oklahoma City, OK^Los Angeles, CA
113452^Oklahoma City, OK^San Francisco, CA
113453^Omaha, NE^Minneapolis, MN
113454^Chicago, IL^Traverse City, MI
113455^Portland, OR^Tucson, AZ
113456^Phoenix, AZ^Albuquerque, NM
113457^Phoenix, AZ^Fresno, CA
113458^Phoenix, AZ^San Luis Obispo, CA
113459^Palm Springs, CA^Denver, CO
113460^San Antonio, TX^Chicago, IL
113461^San Luis Obispo, CA^Phoenix, AZ
113462^Seattle, WA^Edmonton, Canada
113463^Salt Lake City, UT^Spokane, WA
113464^Salt Lake City, UT^Kansas City, MO
113465^Salt Lake City, UT^Portland, OR
113466^Salt Lake City, UT^Rapid City, SD
113467^Tulsa, OK^Minneapolis, MN
113468^Tucson, AZ^Portland, OR
113469^Traverse City, MI^Chicago, IL
113470^Edmonton, Canada^Chicago, IL
113471^Edmonton, Canada^Seattle, WA
113472^Calgary, Canada^Denver, CO
113473^Houston, TX^Hartford, CT
113474^Edmonton, Canada^Houston, TX
113475^Bismarck/Mandan, ND^Dallas/Fort Worth, TX
113479^Columbus, OH^Chicago, IL
113480^Dallas/Fort Worth, TX^Des Moines, IA
113482^Dallas/Fort Worth, TX^Tallahassee, FL
113485^Chicago, IL^Sioux Falls, SD
113487^North Eleuthera, The Bahamas^Miami, FL
113488^Miami, FL^North Eleuthera, The Bahamas
113493^Rochester, NY^Newark, NJ
113495^Hartford, CT^Chicago, IL
113496^Denver, CO^Toronto, Canada
113497^Kansas City, MO^New York, NY
113498^Chicago, IL^Hartford, CT
113499^Chicago, IL^Philadelphia, PA
113500^Philadelphia, PA^Chicago, IL
113501^St. Louis, MO^Detroit, MI
113502^Honolulu, HI^San Diego, CA
113503^Juneau, AK^Anchorage, AK
113504^San Diego, CA^Honolulu, HI
113505^Sitka, AK^Juneau, AK
113506^San Jose, CA^Seattle, WA
113507^Fort Lauderdale, FL^Worcester, MA
113508^New York, NY^Fort Lauderdale, FL
113509^New York, NY^San Juan, PR
113510^Orlando, FL^Worcester, MA
113511^Worcester, MA^Orlando, FL
113512^Raleigh/Durham, NC^Fort Lauderdale, FL
113513^Fort Myers, FL^New York, NY
113514^San Juan, PR^New York, NY
113515^Charlotte Amalie, VI^Boston, MA
113516^Newburgh/Poughkeepsie, NY^Fort Lauderdale, FL
113518^Champaign/Urbana, IL^Dallas/Fort Worth, TX
113519^Corpus Christi, TX^Dallas/Fort Worth, TX
113520^Dayton, OH^Chicago, IL
113521^Dallas/Fort Worth, TX^Tallahassee, FL
113522^Fargo, ND^Dallas/Fort Worth, TX
113526^Little Rock, AR^Chicago, IL
113527^Madison, WI^Chicago, IL
113528^Madison, WI^Chicago, IL
113529^Chicago, IL^Dayton, OH
113531^Norfolk, VA^New York, NY
113532^Rochester, NY^Chicago, IL
113533^Kitchener, Canada^Chicago, IL
113536^Albany, NY^Charlotte, NC
113537^Anchorage, AK^Phoenix, AZ
113538^Charlotte, NC^Albany, NY
113539^Charlotte, NC^Providence, RI
113540^Charlotte, NC^Portland, ME
113541^Charlotte, NC^Rochester, NY
113542^Denver, CO^Philadelphia, PA
113543^New Orleans, LA^Philadelphia, PA
113544^Philadelphia, PA^Boston, MA
113545^Philadelphia, PA^Denver, CO
113546^Philadelphia, PA^New Orleans, LA
113547^Philadelphia, PA^Phoenix, AZ
113548^Phoenix, AZ^Anchorage, AK
113549^Phoenix, AZ^Houston, TX
113550^Phoenix, AZ^Vancouver, Canada
113551^Providence, RI^Charlotte, NC
113552^Portland, ME^Charlotte, NC
113553^Rochester, NY^Charlotte, NC
113554^San Juan, PR^Philadelphia, PA
113555^Vancouver, Canada^Phoenix, AZ
113556^Paris, France^Philadelphia, PA
113557^Dublin, Ireland^Philadelphia, PA
113558^Philadelphia, PA^Lisbon, Portugal
113559^Hamilton, Bermuda^Philadelphia, PA
113560^Guadalajara, Mexico^Phoenix, AZ
